largest_spot_size,spot_distribution,Activity,Evolution,Previous_24_hour_flare_activity_code,Historically-complex,Did_region_become_historically_complex,Area,Area_of_the_largest_spot,C-class_flares_production_by_this_region,M-class_flares_production_by_this_region,X-class_flares_production_by_this_region,target
-1.7377645215622874,1,2,3,3,2,2,1,1,6,0,0,3
0.6115785094908494,3,1,1,1,1,1,1,1,0,0,0,5
0.6115785094908494,1,2,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,2,2,3,2,1,2,1,1,1,0,0,2
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,2,1,3,1,2,2,1,1,0,0,0,2
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,2,1,2,1,2,2,1,1,0,0,0,2
-0.5630930060357191,0,2,3,3,2,2,2,1,6,0,0,3
0.024242751727565102,3,1,3,1,1,1,1,1,0,0,0,5
-1.7377645215622874,2,1,2,1,2,2,1,1,2,0,0,2
0.6115785094908494,1,1,3,1,1,2,1,1,1,0,0,1
0.6115785094908494,2,1,2,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,1,0,0,0
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,2,1,2,1,2,2,1,1,1,0,0,2
-1.7377645215622874,1,1,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,2,1,2,1,2,2,1,1,0,0,0,2
-0.5630930060357191,0,2,3,1,2,2,2,1,0,0,0,4
-1.7377645215622874,1,1,3,1,2,2,1,1,0,0,0,2
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,1
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,1,0,0,0
0.6115785094908494,2,1,2,1,2,2,1,1,0,0,0,2
-1.7377645215622874,3,1,2,1,2,2,1,1,0,0,0,5
-1.7377645215622874,2,1,3,1,2,2,1,1,0,0,0,2
-0.5630930060357191,0,2,2,1,2,2,1,1,4,0,0,4
0.6115785094908494,1,2,2,1,2,2,1,1,0,0,0,2
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,1,0,0,0
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,2,1,2,1,1,2,1,1,3,0,0,2
0.024242751727565102,3,1,2,1,2,2,1,1,0,0,0,5
-1.7377645215622874,3,1,2,1,2,2,1,1,0,0,0,5
0.6115785094908494,2,1,2,1,2,2,1,1,0,0,0,1
-1.7377645215622874,1,1,2,1,2,2,2,1,1,0,0,4
0.6115785094908494,2,1,2,1,2,2,1,1,1,0,0,2
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,1
-1.7377645215622874,0,2,3,1,1,2,1,1,2,0,0,2
1.1989142672541335,2,1,1,1,1,2,1,1,0,0,0,0
-1.7377645215622874,1,2,3,1,1,2,1,1,2,0,0,3
-1.7377645215622874,3,1,2,1,2,2,1,1,0,0,0,5
0.6115785094908494,2,1,3,1,2,2,1,1,1,0,0,1
-1.7377645215622874,0,2,3,1,2,2,2,1,2,0,0,4
0.6115785094908494,2,1,2,1,2,2,1,1,0,0,0,2
-1.7377645215622874,1,2,3,1,2,2,1,1,3,0,0,2
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
-1.7377645215622874,1,2,3,1,2,2,1,1,0,0,0,3
0.6115785094908494,2,2,3,1,2,2,1,1,0,0,0,2
-1.7377645215622874,1,2,2,1,2,2,1,1,2,0,0,4
0.6115785094908494,3,1,1,1,2,2,1,1,1,0,0,5
-1.7377645215622874,1,2,2,1,2,2,1,1,0,0,0,2
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
0.6115785094908494,1,2,2,1,2,2,1,1,0,0,0,3
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
-1.7377645215622874,0,2,2,1,2,2,1,1,1,0,0,4
0.6115785094908494,3,1,2,1,2,2,1,1,0,0,0,5
-1.7377645215622874,2,1,2,1,2,2,1,1,1,0,0,3
-1.7377645215622874,1,1,2,1,2,2,1,1,1,0,0,3
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,2,1,3,1,1,2,1,1,1,0,0,1
0.6115785094908494,3,1,2,1,2,2,1,1,0,0,0,5
-1.7377645215622874,1,2,2,1,2,2,1,1,0,0,0,4
-1.7377645215622874,2,1,2,1,2,2,1,1,0,0,0,3
0.6115785094908494,1,1,2,1,2,2,1,1,0,0,0,3
-1.7377645215622874,2,1,3,1,1,2,1,1,2,0,0,3
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
0.6115785094908494,2,1,1,1,2,2,1,1,0,0,0,3
0.6115785094908494,1,2,3,1,2,2,1,1,0,0,0,3
0.6115785094908494,2,2,2,1,1,2,1,1,1,0,0,1
0.6115785094908494,2,1,2,1,1,2,1,1,0,0,0,3
-1.7377645215622874,1,1,2,1,2,2,1,1,0,0,0,3
0.6115785094908494,3,1,2,1,1,2,1,1,2,0,0,5
-1.7377645215622874,2,1,3,1,1,2,1,1,0,0,0,3
-1.1504287637990034,3,1,2,1,1,1,1,1,0,0,0,5
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
0.6115785094908494,1,1,2,1,2,2,1,1,0,0,0,3
0.6115785094908494,2,2,3,1,1,2,1,1,0,0,0,1
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,3
-1.1504287637990034,3,1,3,1,1,1,1,1,0,0,0,5
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,2,1,1,1,1,1,1,0,0,5
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.024242751727565102,2,1,2,1,1,2,1,1,3,0,0,1
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,2
0.6115785094908494,2,1,2,1,2,2,1,1,0,0,0,3
0.6115785094908494,2,2,2,1,1,2,1,1,0,0,0,1
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,3
-1.1504287637990034,2,1,3,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,1,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.024242751727565102,0,2,3,1,1,2,1,1,0,0,0,3
0.024242751727565102,1,1,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,3,1,1,1,2,2,1,1,0,0,0,5
0.6115785094908494,2,1,2,1,1,2,1,1,0,0,0,1
0.6115785094908494,2,1,2,1,1,2,1,1,2,0,0,3
-0.5630930060357191,2,1,2,1,1,2,1,1,2,0,0,1
0.6115785094908494,3,2,2,1,1,1,1,1,0,0,0,5
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
-0.5630930060357191,0,1,3,1,2,2,1,1,0,1,0,3
-1.7377645215622874,1,1,3,1,2,2,1,1,0,0,0,3
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
0.024242751727565102,3,1,1,1,2,2,1,1,0,0,0,5
0.6115785094908494,3,1,2,1,1,2,1,1,0,0,0,5
0.6115785094908494,2,1,2,1,1,2,1,1,0,0,0,3
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,1
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
-0.5630930060357191,0,1,3,1,2,2,2,1,2,1,0,3
0.024242751727565102,2,1,3,1,2,2,2,1,0,0,0,3
0.6115785094908494,3,1,3,1,1,1,1,1,0,0,0,5
0.6115785094908494,3,1,1,1,1,2,1,1,0,0,0,5
0.6115785094908494,2,2,2,1,1,2,1,1,0,0,0,2
0.6115785094908494,2,2,1,1,1,2,1,1,0,0,0,1
0.6115785094908494,3,1,1,1,1,1,1,1,0,0,0,5
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
-1.7377645215622874,0,2,1,3,2,2,1,1,5,0,0,3
-1.7377645215622874,2,1,1,1,2,2,1,1,3,0,0,3
0.024242751727565102,3,1,3,1,1,2,1,1,0,0,0,5
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
0.6115785094908494,3,1,3,1,1,2,1,1,0,0,0,5
0.6115785094908494,3,1,3,1,1,2,1,1,1,0,0,5
-1.1504287637990034,3,1,3,1,1,2,1,1,0,0,0,5
0.6115785094908494,3,1,3,1,1,1,1,1,0,0,0,5
-0.5630930060357191,0,2,3,3,2,2,2,1,1,0,0,4
-1.7377645215622874,2,2,2,1,2,2,1,1,1,0,0,3
0.6115785094908494,2,1,3,1,1,2,1,1,1,0,0,2
0.6115785094908494,3,1,3,1,1,1,1,1,0,0,0,5
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,1
0.6115785094908494,3,1,2,1,1,2,1,1,0,0,0,5
0.6115785094908494,3,1,2,1,1,2,1,1,0,0,0,5
-1.1504287637990034,2,1,3,1,1,2,1,1,1,0,0,1
1.1989142672541335,2,1,1,1,1,2,1,1,0,0,0,0
-0.5630930060357191,0,2,3,1,2,2,2,1,0,0,0,4
-1.7377645215622874,2,2,2,1,2,2,1,1,0,0,0,3
0.6115785094908494,1,1,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,3,1,3,1,1,1,1,1,0,0,0,5
0.024242751727565102,1,1,3,1,1,2,1,1,0,0,0,1
-1.7377645215622874,2,1,3,1,1,2,1,1,1,0,0,2
0.6115785094908494,3,1,2,1,1,2,1,1,0,0,0,5
0.6115785094908494,2,2,3,1,1,2,1,1,1,0,0,1
0.6115785094908494,2,1,2,1,1,2,1,1,0,0,0,1
-0.5630930060357191,1,2,2,1,2,2,2,1,1,0,0,4
0.024242751727565102,2,2,2,1,2,2,1,1,0,0,0,3
0.024242751727565102,1,1,3,1,1,2,1,1,0,0,0,1
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,2
-1.7377645215622874,1,1,3,1,1,2,1,1,0,1,0,2
0.6115785094908494,2,1,3,1,1,2,1,1,1,0,0,2
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,1
0.6115785094908494,3,1,1,1,1,2,1,1,0,0,0,5
0.6115785094908494,3,2,2,1,1,2,1,1,0,0,0,5
-1.7377645215622874,1,1,2,1,2,2,1,1,2,0,0,4
0.024242751727565102,1,1,3,1,1,2,1,1,1,0,0,1
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,1,2,2,1,2,2,1,1,0,0,0,1
-1.7377645215622874,2,2,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,2,1,2,1,1,2,1,1,3,0,0,1
0.6115785094908494,3,1,2,1,1,2,1,1,0,0,0,5
0.6115785094908494,3,1,3,1,1,2,1,1,0,0,0,5
-1.7377645215622874,1,2,2,1,2,2,1,1,1,0,1,4
0.024242751727565102,1,2,2,1,1,2,1,1,0,0,0,2
-1.7377645215622874,1,1,3,1,1,2,1,1,0,0,0,2
-1.7377645215622874,2,2,2,3,2,2,1,1,0,0,0,2
-1.7377645215622874,2,1,2,1,1,2,1,1,0,0,0,2
0.024242751727565102,2,1,3,1,1,2,1,1,1,0,0,2
0.6115785094908494,3,1,2,1,1,2,1,1,0,0,0,5
0.6115785094908494,3,1,2,1,1,2,1,1,0,0,0,5
-0.5630930060357191,1,2,3,1,2,2,2,1,3,0,0,4
-1.7377645215622874,1,1,2,1,2,2,1,1,0,0,0,2
-1.7377645215622874,1,1,3,1,2,2,1,1,0,0,0,2
1.1989142672541335,1,1,2,1,2,2,1,1,0,1,0,0
-1.7377645215622874,2,1,3,1,1,2,1,1,0,0,0,2
-1.7377645215622874,2,2,3,1,1,2,1,1,0,0,0,2
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,1,0,0,0
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,3,1,1,2,1,1,0,0,0,5
0.6115785094908494,3,1,2,1,1,2,1,1,0,0,0,5
-0.5630930060357191,1,2,2,3,2,2,1,1,0,0,0,4
0.024242751727565102,0,1,3,1,2,2,1,1,1,0,0,2
-1.7377645215622874,1,1,2,1,2,2,1,1,0,0,0,2
0.6115785094908494,3,1,1,1,2,2,1,1,0,0,0,5
-1.7377645215622874,2,1,2,1,1,2,1,1,0,0,0,2
-1.7377645215622874,2,2,3,1,1,2,1,1,0,0,0,2
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,2
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,1
1.1989142672541335,1,1,3,1,1,2,1,1,0,0,0,0
0.024242751727565102,3,1,2,1,1,1,1,1,0,0,0,5
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
0.6115785094908494,2,1,1,1,2,2,1,1,0,0,0,4
0.024242751727565102,1,2,2,1,2,2,1,1,0,0,0,2
0.024242751727565102,2,1,2,1,2,2,1,1,1,0,0,1
-1.7377645215622874,3,2,3,2,2,2,1,1,0,0,0,5
-1.7377645215622874,3,1,2,1,1,2,1,1,0,0,0,5
-1.7377645215622874,1,1,2,1,1,2,1,1,0,0,0,2
0.6115785094908494,3,1,1,1,1,2,1,1,0,0,0,5
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,2
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,2
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
0.6115785094908494,3,1,2,1,2,1,1,1,0,0,0,5
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,2
0.024242751727565102,2,1,1,1,2,2,1,1,0,0,0,1
0.6115785094908494,3,1,2,1,2,2,1,1,0,0,0,5
-1.7377645215622874,3,1,3,1,1,2,1,1,0,0,0,5
0.6115785094908494,1,1,2,1,2,2,1,1,0,3,0,2
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
1.1989142672541335,1,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,1,1,3,1,1,2,1,1,0,0,0,2
0.024242751727565102,3,1,3,1,1,2,1,1,0,0,0,5
-1.7377645215622874,3,1,2,1,2,1,1,1,0,0,0,5
0.024242751727565102,3,1,2,1,1,2,1,1,0,0,0,5
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,2,1,2,1,2,2,1,1,0,0,0,1
1.1989142672541335,2,2,1,1,2,2,1,1,0,0,0,0
0.024242751727565102,3,1,2,1,2,2,1,1,0,0,0,5
0.024242751727565102,2,1,1,1,1,2,1,1,0,0,0,2
0.6115785094908494,2,1,2,1,2,2,1,1,0,0,0,2
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
0.024242751727565102,2,1,1,1,1,2,1,1,0,0,0,1
0.024242751727565102,2,1,2,1,2,2,1,1,0,0,0,1
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
-1.7377645215622874,2,1,3,1,2,2,1,1,0,0,0,1
0.6115785094908494,3,1,3,1,1,2,1,1,0,0,0,5
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
0.024242751727565102,3,1,1,1,1,2,1,1,0,0,0,5
0.024242751727565102,1,1,3,1,1,2,1,1,2,0,0,1
-1.7377645215622874,2,1,3,1,2,2,1,1,0,0,0,2
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.024242751727565102,3,1,3,1,1,2,1,1,0,0,0,5
0.6115785094908494,2,2,2,3,2,2,1,1,1,0,0,1
0.024242751727565102,3,1,3,1,1,2,1,1,0,0,0,5
0.024242751727565102,2,1,2,1,2,2,1,1,0,0,0,1
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,1
-1.7377645215622874,3,1,2,1,2,2,1,1,0,0,0,5
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.024242751727565102,1,1,3,1,1,2,1,1,2,0,0,2
-1.7377645215622874,3,1,2,1,2,2,1,1,0,1,0,5
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
0.6115785094908494,3,1,3,1,2,2,1,1,0,0,0,5
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,2,1,1,2,1,1,0,0,0,5
0.6115785094908494,2,1,2,1,2,2,1,1,0,0,0,1
0.024242751727565102,2,1,1,1,1,2,1,1,0,0,0,1
0.024242751727565102,3,1,3,1,1,2,1,1,0,0,0,5
-1.7377645215622874,1,2,3,1,2,2,1,1,1,0,0,3
0.024242751727565102,1,1,2,1,2,2,1,1,0,0,0,2
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,2,1,2,1,1,2,1,1,1,0,0,1
0.6115785094908494,3,2,2,1,2,2,1,1,0,0,0,5
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,2,1,3,1,2,2,1,1,0,0,0,1
-1.7377645215622874,1,1,3,1,1,2,1,1,0,0,0,2
-1.7377645215622874,1,2,2,1,2,2,1,1,0,0,0,3
0.024242751727565102,1,2,3,2,2,2,1,1,0,0,0,2
0.6115785094908494,2,1,3,1,1,2,1,1,0,1,0,1
0.6115785094908494,3,1,2,1,2,2,1,1,0,0,0,5
-1.7377645215622874,2,1,2,1,2,2,1,1,0,0,0,1
0.024242751727565102,2,1,2,1,2,2,1,1,0,0,0,1
-1.7377645215622874,1,1,2,1,2,2,1,1,0,0,0,1
1.1989142672541335,2,1,2,1,2,2,1,1,0,0,0,0
-1.7377645215622874,1,2,3,1,1,2,1,1,0,0,0,2
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,2,1,2,2,1,1,0,0,0,5
-1.7377645215622874,2,1,3,1,2,2,1,1,0,0,0,1
0.024242751727565102,1,1,2,1,2,2,1,1,0,0,0,2
0.024242751727565102,2,1,2,1,2,2,1,1,0,0,0,1
1.1989142672541335,1,1,3,1,2,2,1,1,0,0,0,0
-1.7377645215622874,1,2,3,3,2,2,1,1,2,0,0,2
0.024242751727565102,2,1,3,1,1,2,1,1,1,0,0,2
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,2
-1.7377645215622874,3,1,2,1,2,2,1,1,0,0,0,5
1.1989142672541335,2,1,1,1,2,2,1,1,0,0,0,0
-1.7377645215622874,2,1,2,1,2,2,1,1,0,0,0,1
-1.7377645215622874,1,1,2,1,2,2,1,1,4,0,0,2
0.024242751727565102,2,1,1,1,1,2,1,1,0,0,0,1
0.024242751727565102,2,1,1,1,1,2,1,1,0,0,0,1
-1.7377645215622874,3,1,2,1,2,2,1,1,0,0,0,5
0.024242751727565102,2,1,2,1,2,2,1,1,0,0,0,1
0.6115785094908494,2,2,3,1,2,2,1,1,1,0,0,2
1.1989142672541335,2,2,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,2,1,2,2,1,1,0,0,0,5
-1.7377645215622874,1,2,2,1,2,2,1,1,0,1,0,2
0.024242751727565102,3,1,2,1,1,2,1,1,0,0,0,5
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,2
0.024242751727565102,3,1,2,1,1,2,1,1,0,0,0,5
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
0.6115785094908494,3,1,3,1,2,2,1,1,0,0,0,5
-0.5630930060357191,1,2,3,2,2,2,1,1,2,0,0,2
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
1.1989142672541335,1,1,2,1,1,2,1,1,0,0,0,0
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,2,1,1,1,1,1,0,1,0,5
-0.5630930060357191,1,1,3,1,2,2,1,1,4,0,0,2
1.1989142672541335,2,1,1,1,1,2,1,1,0,0,0,0
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
0.6115785094908494,2,2,3,3,1,2,1,1,0,1,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,2
-0.5630930060357191,1,2,3,1,2,2,1,1,3,1,0,2
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,2
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,2
-0.5630930060357191,1,2,2,1,2,2,1,1,1,0,0,2
-1.7377645215622874,1,1,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
0.6115785094908494,2,2,2,2,1,2,1,1,0,0,0,1
0.024242751727565102,2,1,2,1,1,2,1,1,0,0,0,2
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
1.1989142672541335,2,1,3,1,1,2,1,1,1,0,0,0
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
0.6115785094908494,2,1,2,1,1,2,1,1,1,0,0,2
-1.7377645215622874,1,2,2,3,2,2,1,1,0,0,0,2
0.6115785094908494,2,1,3,1,1,2,1,1,1,0,0,2
-1.7377645215622874,1,1,2,1,2,2,1,1,0,0,0,2
0.6115785094908494,2,1,3,1,1,2,1,1,0,0,0,1
0.024242751727565102,3,1,3,1,1,2,1,1,0,0,0,5
0.024242751727565102,2,1,3,1,1,2,1,1,0,0,0,1
1.1989142672541335,2,1,2,1,1,2,1,1,0,0,0,0
1.1989142672541335,2,1,3,1,1,2,1,1,0,0,0,0
-1.7377645215622874,1,1,3,1,1,2,1,1,0,0,0,2
0.6115785094908494,3,1,2,1,1,1,1,1,0,0,0,5
0.024242751727565102,2,1,3,1,1,2,1,1,1,0,0,1
-1.7377645215622874,3,1,1,1,2,2,1,1,0,0,0,5
0.6115785094908494,3,1,1,1,1,2,1,1,0,0,0,5
-1.7377645215622874,1,1,3,1,2,2,1,1,0,0,0,2
0.6115785094908494,3,1,1,1,1,2,1,1,0,0,0,5
0.6115785094908494,2,1,2,1,1,2,1,1,0,0,0,1
0.024242751727565102,2,1,2,1,1,2,1,1,1,0,0,2
0.6115785094908494,1,2,3,1,1,2,1,1,0,0,0,2
-1.7377645215622874,0,2,3,1,2,2,1,1,0,0,0,2
